,page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
15,1,17,Pdf,Transparency in artificial intelligence,https://lup.lub.lu.se/search/files/79208055/Larsson_Heintz_2020_Transparency_in_artificial_intelligence_2020_05_05.pdf,jQyOxr3e4lsJ,"S Larsson, F Heintz - Internet policy review, 2020 - lup.lub.lu.se","… Secondly, we show that transparency as a general concept is multifaceted, and of widespread theoretical use in multiple disciplines over time, particularly since the 1990s. Still, it has …",538,"https://scholar.google.com/scholar?cites=6621099308849433741&as_sdt=5,32&sciodt=0,32&hl=en&num=20",6621099308849433741,8.0,"https://scholar.google.com/scholar?cluster=6621099308849433741&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",6621099308849433741,PDF,lu.se,https://lup.lub.lu.se/search/files/79208055/Larsson_Heintz_2020_Transparency_in_artificial_intelligence_2020_05_05.pdf
16,1,18,,"Comparisons of heuristic, general statistical and machine learning models for landslide susceptibility prediction and mapping",https://www.sciencedirect.com/science/article/pii/S0341816220301302,VmMlYVDiQEAJ,"F Huang, Z Cao, J Guo, SH Jiang, S Li, Z Guo - Catena, 2020 - Elsevier","… or machine learning models. This study plans to compare the prediction performance of these data-driven models on the landslide susceptibility mapping… , and machine learning models …",478,"https://scholar.google.com/scholar?cites=4629949251791971158&as_sdt=5,32&sciodt=0,32&hl=en&num=20",4629949251791971158,6.0,"https://scholar.google.com/scholar?cluster=4629949251791971158&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",4629949251791971158,PDF,researchgate.net,https://www.researchgate.net/profile/Faming-Huang/publication/340314144_Comparisons_of_heuristic_general_statistical_and_machine_learning_models_for_landslide_susceptibility_prediction_and_mapping/links/62541c01ef013420666a60a7/Comparisons-of-heuristic-general-statistical-and-machine-learning-models-for-landslide-susceptibility-prediction-and-mapping.pdf
17,1,19,,A comprehensive AI policy education framework for university teaching and learning,https://link.springer.com/article/10.1186/s41239-023-00408-3,Mq0D-J0DV7UJ,"CKY Chan - International journal of educational technology in …, 2023 - Springer","… In recent months, there has been a growing concern in the academic settings about the use of text generative artificial intelligence (AI), such as ChatGPT, Bing and the latest, Co-Pilot …",1703,"https://scholar.google.com/scholar?cites=13066916820844522802&as_sdt=5,32&sciodt=0,32&hl=en&num=20",13066916820844522802,13.0,"https://scholar.google.com/scholar?cluster=13066916820844522802&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",13066916820844522802,PDF,springer.com,https://link.springer.com/content/pdf/10.1186/s41239-023-00408-3.pdf
18,1,20,Html,Data science empowering the public: Data-driven dashboards for transparent and accountable decision-making in smart cities,https://www.sciencedirect.com/science/article/pii/S0740624X18300303,w9mAwmVACYoJ,"R Matheus, M Janssen, D Maheshwari - Government Information Quarterly, 2020 - Elsevier",… Dashboards can be used by governments to support their decision-making and policy processes or to communicate and interact with the public. The objective of this paper is to …,563,"https://scholar.google.com/scholar?cites=9946552057823549891&as_sdt=5,32&sciodt=0,32&hl=en&num=20",9946552057823549891,9.0,"https://scholar.google.com/scholar?cluster=9946552057823549891&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",9946552057823549891,HTML,sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0740624X18300303
19,1,21,,Economic policy for artificial intelligence,https://www.journals.uchicago.edu/doi/abs/10.1086/699935,Ellmm-WTOKYJ,"A Agrawal, J Gans, A Goldfarb - … policy and the economy, 2019 - journals.uchicago.edu","… “machine learning,” which is a branch of computational statistics. The Oxford English Dictionary defines artificial intelligence as “the theory … scientists that artificial intelligence defines …",443,"https://scholar.google.com/scholar?cites=11977485823355803922&as_sdt=5,32&sciodt=0,32&hl=en&num=20",11977485823355803922,19.0,"https://scholar.google.com/scholar?cluster=11977485823355803922&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",11977485823355803922,PDF,uchicago.edu,https://www.journals.uchicago.edu/doi/pdf/10.1086/699935
20,2,2,Html,DeepSolar: A machine learning framework to efficiently construct a solar deployment database in the United States,https://www.cell.com/joule/fulltext/S2542-4351(18)30570-1?wpmobileexternal=true,J6CKwesM4b8J,"J Yu, Z Wang, A Majumdar, R Rajagopal - Joule, 2018 - cell.com","… We developed DeepSolar, a deep learning framework analyzing satellite imagery to identify … Furthermore, we built an accurate machine learning-based predictive model to estimate the …",384,"https://scholar.google.com/scholar?cites=13826346537708068903&as_sdt=5,32&sciodt=0,32&hl=en&num=20",13826346537708068903,7.0,"https://scholar.google.com/scholar?cluster=13826346537708068903&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",13826346537708068903,HTML,cell.com,https://www.cell.com/joule/fulltext/S2542-4351(18)30570-1?wpmobileexternal=true
21,2,3,,Explore success factors that impact artificial intelligence adoption on telecom industry in China,https://www.tandfonline.com/doi/abs/10.1080/23270012.2020.1852895,6hJ0TxOI7rwJ,"H Chen, L Li, Y Chen - Journal of Management Analytics, 2021 - Taylor & Francis","… industrial revolution, the disruptive achievements of artificial intelligence (AI) are rapidly and … Accordingly, this paper proposes a framework to explore the impacts of success factors on …",389,"https://scholar.google.com/scholar?cites=13613968340106351338&as_sdt=5,32&sciodt=0,32&hl=en&num=20",13613968340106351338,5.0,"https://scholar.google.com/scholar?cluster=13613968340106351338&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",13613968340106351338,,,
22,2,4,,Governance of artificial intelligence,https://academic.oup.com/policyandsociety/article-abstract/40/2/137/6509315,lQY4D_OpoZIJ,"A Taeihagh - Policy and society, 2021 - academic.oup.com","The rapid developments in Artificial Intelligence (AI) and the intensification in the adoption of AI in domains such as autonomous vehicles, lethal weapon systems, robotics and alike …",679,"https://scholar.google.com/scholar?cites=10565913062185371285&as_sdt=5,32&sciodt=0,32&hl=en&num=20",10565913062185371285,11.0,"https://scholar.google.com/scholar?cluster=10565913062185371285&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",10565913062185371285,PDF,oup.com,https://academic.oup.com/policyandsociety/article-pdf/40/2/137/42564427/14494035.2021.1928377.pdf
23,2,5,Html,Sustainable curriculum planning for artificial intelligence education: A self-determination theory perspective,https://www.mdpi.com/2071-1050/12/14/5568,L95S9okfldwJ,"TKF Chiu, C Chai - Sustainability, 2020 - mdpi.com","… theory (SDT), which provides a theoretical framework to explain … theory and practice, we attempt to use the four basic curriculum planning approaches and the self-determination theory …",501,"https://scholar.google.com/scholar?cites=15894645137277640239&as_sdt=5,32&sciodt=0,32&hl=en&num=20",15894645137277640239,12.0,"https://scholar.google.com/scholar?cluster=15894645137277640239&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",15894645137277640239,HTML,mdpi.com,https://www.mdpi.com/2071-1050/12/14/5568
24,2,6,Pdf,Machine learning approach for bottom 40 percent households (B40) poverty classification,https://www.academia.edu/download/99821160/325990481.pdf,EvNpnf8U1W8J,"NS Sani, MA Rahman, AA Bakar, S Sahran… - Int. J. Adv. Sci. Eng. Inf …, 2018 - academia.edu",… a predictive classification as a prerequisite towards developing a comprehensive action plan by the government. This paper is aimed at identifying the best machine learning models …,83,"https://scholar.google.com/scholar?cites=8058370196339553042&as_sdt=5,32&sciodt=0,32&hl=en&num=20",8058370196339553042,3.0,"https://scholar.google.com/scholar?cluster=8058370196339553042&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",8058370196339553042,PDF,academia.edu,https://www.academia.edu/download/99821160/325990481.pdf
25,2,7,,Machine learning for fluid mechanics,https://www.annualreviews.org/content/journals/10.1146/annurev-fluid-010719-060214,3h_cG1vcm14J,"SL Brunton, BR Noack… - Annual review of fluid …, 2020 - annualreviews.org","… The two central elements of RL are the agent's policy, a mapping between the state s of the system and the optimal action a, and the value function that represents the utility of reaching …",3399,"https://scholar.google.com/scholar?cites=6817284744822923230&as_sdt=5,32&sciodt=0,32&hl=en&num=20",6817284744822923230,17.0,"https://scholar.google.com/scholar?cluster=6817284744822923230&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",6817284744822923230,PDF,annualreviews.org,https://www.annualreviews.org/content/journals/10.1146/annurev-fluid-010719-060214?crawler=true&mimetype=application/pdf
26,2,8,,An open source machine learning framework for efficient and transparent systematic reviews,https://www.nature.com/articles/s42256-020-00287-7,wLGLI4l51mUJ,"R Van De Schoot, J De Bruin, R Schram… - Nature machine …, 2021 - nature.com",… In this paper we present an open source machine learning-aided pipeline with active learning for systematic reviews called ASReview. The goal of ASReview is to help scholars and …,982,"https://scholar.google.com/scholar?cites=7338186272760639936&as_sdt=5,32&sciodt=0,32&hl=en&num=20",7338186272760639936,13.0,"https://scholar.google.com/scholar?cluster=7338186272760639936&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",7338186272760639936,PDF,nature.com,https://www.nature.com/articles/s42256-020-00287-7.pdf
27,2,9,,Aligning artificial intelligence with climate change mitigation,https://www.nature.com/articles/s41558-022-01377-7,CqTUOavVW0kJ,"LH Kaack, PL Donti, E Strubell, G Kamiya… - Nature Climate …, 2022 - nature.com","… introduce a systematic framework for describing the effects of machine learning (ML) … framework, we identify priorities for impact assessment and scenario analysis, and suggest policy …",562,"https://scholar.google.com/scholar?cites=5286053519035769866&as_sdt=5,32&sciodt=0,32&hl=en&num=20",5286053519035769866,12.0,"https://scholar.google.com/scholar?cluster=5286053519035769866&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",5286053519035769866,PDF,nsf.gov,https://par.nsf.gov/servlets/purl/10469824
28,2,10,,How and where is artificial intelligence in the public sector going? A literature review and research agenda,https://www.sciencedirect.com/science/article/pii/S0740624X18303113,5SWgVFEQQeMJ,"WG De Sousa, ERP de Melo, PHDS Bermejo… - Government Information …, 2019 - Elsevier","… A research framework for AI solutions for the public sector is presented, where it is … of government. However, for this, a prior debate with society about the use of AI in the public sector is …",623,"https://scholar.google.com/scholar?cites=16375387661594011109&as_sdt=5,32&sciodt=0,32&hl=en&num=20",16375387661594011109,,{},{},,,
29,2,11,,"Examining the research taxonomy of artificial intelligence, deep learning & machine learning in the financial sphere—a bibliometric analysis",https://pmc.ncbi.nlm.nih.gov/articles/PMC10153784/,tpv5k5ppsq8J,"AKVN Biju, AS Thomas, J Thasneem - Quality & Quantity, 2023 - pmc.ncbi.nlm.nih.gov","… This paper surveys the extant literature on machine learning, artificial intelligence, and deep learning mechanisms within the financial sphere using bibliometric methods. We …",101,"https://scholar.google.com/scholar?cites=12660297615120374710&as_sdt=5,32&sciodt=0,32&hl=en&num=20",12660297615120374710,8.0,"https://scholar.google.com/scholar?cluster=12660297615120374710&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",12660297615120374710,PDF,nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC10153784/pdf/11135_2023_Article_1673.pdf
30,2,12,,Machine learning on graphs: A model and comprehensive taxonomy,http://www.jmlr.org/papers/v23/20-852.html,EfGQaDASk5YJ,"I Chami, S Abu-El-Haija, B Perozzi, C Ré… - … of Machine Learning …, 2022 - jmlr.org","… taxonomy of GRL methods, aiming to unify several disparate bodies of work. Specifically, we propose the GraphEDM framework, … not use this concept for constructing our taxonomy, we …",445,"https://scholar.google.com/scholar?cites=10850035926387716369&as_sdt=5,32&sciodt=0,32&hl=en&num=20",10850035926387716369,5.0,"https://scholar.google.com/scholar?cluster=10850035926387716369&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",10850035926387716369,PDF,jmlr.org,http://www.jmlr.org/papers/volume23/20-852/20-852.pdf
31,2,13,,A second chance to get causal inference right: a classification of data science tasks,https://www.tandfonline.com/doi/abs/10.1080/09332480.2019.1579578%4010.1080/tfocoll.2022.0.issue-teaching-simpsons-paradox,cZf4lro7aCAJ,"MA Hernán, J Hsu, B Healy - Chance, 2019 - Taylor & Francis","… , and analytics necessary to successfully perform each task of data science. A similar … , a machine learning algorithm can take over the data analysis to deliver a mapping and …",565,"https://scholar.google.com/scholar?cites=2335182079374432113&as_sdt=5,32&sciodt=0,32&hl=en&num=20",2335182079374432113,8.0,"https://scholar.google.com/scholar?cluster=2335182079374432113&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",2335182079374432113,PDF,arxiv.org,https://arxiv.org/pdf/1804.10846
32,2,14,,Mapping the Evolution of Social Research and Data Science on 30 Years of Social Indicators Research,https://link.springer.com/article/10.1007/s11205-020-02281-3,Sk_r8kUM4KkJ,"M Aria, M Misuraca, M Spano - Social indicators research, 2020 - Springer","… In this article, he tried to disprove the widely shared theory that happiness is relative, claiming it depends on need-gratification. The most cited paper in SIR was written by Lyubomirsky …",575,"https://scholar.google.com/scholar?cites=12240797281760792394&as_sdt=5,32&sciodt=0,32&hl=en&num=20",12240797281760792394,10.0,"https://scholar.google.com/scholar?cluster=12240797281760792394&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",12240797281760792394,PDF,researchgate.net,https://www.researchgate.net/profile/Michelangelo-Misuraca/publication/338886511_Mapping_the_Evolution_of_Social_Research_and_Data_Science_on_30_Years_of_Social_Indicators_Research/links/5e316b7292851c7f7f090200/Mapping-the-Evolution-of-Social-Research-and-Data-Science-on-30-Years-of-Social-Indicators-Research.pdf
33,2,15,Pdf,The impact of machine learning on economics,https://www.nber.org/system/files/chapters/c14009/c14009.pdf,YttJRiWtUDwJ,"S Athey - The economics of artificial intelligence: An agenda, 2018 - nber.org","… , prediction and classification tasks, where performance of a … providing the conceptual framework and specific proposals … confidence intervals that work both in theory and in practice. …",1235,"https://scholar.google.com/scholar?cites=4346164016017169250&as_sdt=5,32&sciodt=0,32&hl=en&num=20",4346164016017169250,19.0,"https://scholar.google.com/scholar?cluster=4346164016017169250&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",4346164016017169250,PDF,nber.org,https://www.nber.org/system/files/chapters/c14009/c14009.pdf
34,2,16,,Artificial intelligence (AI) library services innovative conceptual framework for the digital transformation of university education,https://www.emerald.com/insight/content/doi/10.1108/lht-07-2021-0242/full/html,2f4X-ipIflMJ,"RO Okunlaya, N Syed Abdullah, RA Alias - Library Hi Tech, 2022 - emerald.com",… The above process informs an emergent information system framework that contributes to … The framework is an artificial intelligence innovative library services conceptual framework (…,442,"https://scholar.google.com/scholar?cites=6016325501635264217&as_sdt=5,32&sciodt=0,32&hl=en&num=20",6016325501635264217,3.0,"https://scholar.google.com/scholar?cluster=6016325501635264217&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",6016325501635264217,,,
35,2,17,,Data governance: Organizing data for trustworthy Artificial Intelligence,https://www.sciencedirect.com/science/article/pii/S0740624X20302719,hR0zQZpI25IJ,"M Janssen, P Brous, E Estevez, LS Barbosa… - Government information …, 2020 - Elsevier","… proposes a framework for data governance for trustworthy BDAS. The framework promotes … The rise of BOLD, combined with machine learning and other forms of Artificial Intelligence (…",930,"https://scholar.google.com/scholar?cites=10582131576793144709&as_sdt=5,32&sciodt=0,32&hl=en&num=20",10582131576793144709,18.0,"https://scholar.google.com/scholar?cluster=10582131576793144709&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",10582131576793144709,PDF,inesctec.pt,http://repositorio.inesctec.pt/bitstream/123456789/11779/1/P-00S-BP7.pdf
36,2,18,Html,Roles and research trends of artificial intelligence in mathematics education: A bibliometric mapping analysis and systematic review,https://www.mdpi.com/2227-7390/9/6/584,5ho2ZE8KHAEJ,"GJ Hwang, YF Tu - Mathematics, 2021 - mdpi.com","… To cope with this problem, this research aims to use bibliometric mapping analysis to analyze AIME research, including the most frequently adopted keywords, the most contributing …",529,"https://scholar.google.com/scholar?cites=79950229485787878&as_sdt=5,32&sciodt=0,32&hl=en&num=20",79950229485787878,9.0,"https://scholar.google.com/scholar?cluster=79950229485787878&hl=en&num=20&as_sdt=0,32&as_ylo=2018&as_yhi=2023",79950229485787878,HTML,mdpi.com,https://www.mdpi.com/2227-7390/9/6/584
